;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
10;в том числе:       получили аттестат о среднем общем образовании;666448;4366;526;1889;662;2754;652313;10663;3472;1030;970;471;260;1;6;667478;3944;61;11;33;5;28
11;получили на ГИА неудовлетворительные результаты;6335;20;5;6;8;7;4845;1016;474;4;3;1;2;;;6339;295;6;;;;
12;не участвовали в ГИА;536;17;1;11;1;5;229;180;127;2;2;;1;;;538;91;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;81725;419;43;165;48;238;81449;157;119;62;59;30;9;;;81787;230;7;;7;;1
14;в IV квартале прошлого года;18931;121;14;33;12;54;18686;222;23;36;36;3;29;;;18967;267;2;1;1;;2
15;после 1 сентября текущего года;2936;5;;2;3;4;2477;341;118;1;1;;;;;2937;116;;;;;1
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;617580;3413;386;1492;519;2338;612075;3907;1598;509;478;180;121;1;3;618089;3237;39;9;19;3;22
17;участвовали в ЕГЭ по русскому языку (из строки 16);613199;3049;331;1252;487;2117;607911;3736;1552;471;453;154;115;1;3;613670;2806;37;9;17;2;22
18;из них сдали ЕГЭ;598031;2845;302;1106;465;1971;592964;3580;1487;449;438;144;108;1;3;598480;2589;29;9;15;2;22
19;участвовали в ЕГЭ по математике (из строки 16);354736;1537;137;571;270;1089;352225;1792;719;170;164;47;32;1;1;354906;1152;6;2;3;2;9
20;из них сдали ЕГЭ;326608;1353;124;457;235;973;324510;1542;556;159;154;44;29;1;1;326767;956;4;2;2;2;8
21;участвовали в ГИА в иной (кроме ЕГЭ) форме*;55203;973;145;403;151;423;45083;7772;2348;525;495;292;141;;3;55728;1002;28;2;14;2;6
22;Выпущено лиц, не получивших основного общего и среднего общего образования, со свидетельством об обучении;10029;4919;143;1460;11;40;9314;558;157;19285;18939;1453;5971;2;58;29314;334;216;66;68;1;3
;;;;;;;;;;;;;;;;;;;;;;;
;;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;;;;;;;;;;;;;;;;;
