;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52
16;В них обучающихся, чел.;76;1;;19;;;;;;;;;;;;;;13;10;9;11;11;;;;;;;;;;;;;2;;;;;;;;;;;;;;;
17;Число классов для обучающихся с расстройствами аутистического спектра, ед.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;В них обучающихся, чел.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;Число классов для обучающихся со сложными дефектами, ед.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;В них обучающихся, чел.;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;Число классов для обучающихся с иными ограниченными возможностями здоровья (кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями)), ед.;5;1;;;1;;;;;;;;;;;;;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;В них обучающихся, чел.;30;;;;;;;;;;;;;;;;;8;11;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;Итого классов (сумма стр. 01,03, 05, 08, 11, 13, 15, 17, 19, 21);59;3;4;6;5;1;2;0;1;0;0;0;0;0;0;1;1;6;3;5;5;6;1;0;0;1;0;0;1;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;3;;;;;
24;В них обучающихся (сумма стр. 02, 04, 06, 07, 09, 10, 12, 14, 16, 18, 20, 22);450;12;26;41;21;7;10;0;5;0;0;0;0;0;0;6;1;50;24;32;36;44;4;0;0;5;0;0;5;0;0;2;0;0;2;0;12;0;96;0;0;0;0;1;8;23;17;2;;
25;из них (из строки 24):       воспитанники (без приходящих учащихся);71;;7;5;7;7;;;5;;;;;;;3;1;8;;2;9;1;4;;;2;;;4;;;;;;;;6;;;;;;;;;;;;;
26;девочки;107;1;8;11;7;2;5;;;;;;;;;2;1;12;8;11;8;17;2;;;1;;;1;;;;;;1;;4;;2;;;;;1;2;5;4;1;;
27;лица с ограниченными возможностями здоровья;245;3;20;15;13;7;10;;5;;;;;;;3;1;35;10;27;26;25;4;;;5;;;5;;;2;;;2;;12;;6;;;;;1;8;;;;;
28;из них (из стр.27):             инвалиды;23;;;1;;;;;;;;;;;;;;2;;;;1;;;;;;;;;;2;;;;;2;;6;;;;;1;8;;;;;
29;дети-инвалиды;135;2;13;13;;6;8;;5;;;;;;;3;1;21;;15;15;12;3;;;4;;;4;;;;;;;;10;;;;;;;;;;;;;
30;инвалиды (кроме учтенных в строке 28);0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;дети-инвалиды (кроме учтенных в строке 29);0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;дети-сироты и дети, оставшиеся без попечения       родителей;24;;4;4;5;;;;;;;;;;;;;4;;2;3;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;
33;из них воспитанники (без приходящих учащихся);24;;4;4;5;;;;;;;;;;;;;4;;2;3;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;
