;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53
10;cлепых;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;Число классов для обучающихся с тяжелыми нарушениями речи, ед.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;В них обучающихся, чел.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;Число классов для обучающихся с нарушением опорно-двигательного аппарата, ед.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;В них обучающихся, чел.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;Число классов для обучающихся с задержкой психического развития, ед.;27;1;;;;2;2;1;2;;;3;;;2;;1;3;3;1;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;В них обучающихся, чел.;330;6;;;;21;23;12;28;;;28;;;28;;14;37;35;18;26;54;;;;;;;;;;;;;;;;;;;;;;;;318;1;101;1;;10
17;Число классов для обучающихся с расстройствами аутистического спектра, ед.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;В них обучающихся, чел.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;Число классов для обучающихся со сложными дефектами, ед.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;В них обучающихся, чел.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;Число классов для обучающихся с иными ограниченными возможностями здоровья (кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями), ед.;2;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;В них обучающихся, чел.;13;6;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;13;;4;;;3
23;Итого классов (сумма строк 01,03, 05, 08, 11, 13, 15, 17, 19, 21);29;2;;;;2;2;1;2;;;3;;;2;;1;3;3;2;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;"В них обучающихся  (сумма строк 02, 04, 06, 07, 09, 10, 12, 14, 16, 18, 20, 22; сумма строк 25 - 27)";343;12;;;;21;23;12;28;;;28;;;28;;14;37;35;25;26;54;;;;;;;;;;;;;;;;;;;;;;;;331;1;105;1;;13
25;в том числе обучаются:       очно;339;10;;;;21;23;12;28;;;28;;;28;;14;37;35;23;26;54;;;;;;;;;;;;;;;;;;;;;;;;327;1;102;1;;10
26;очно-заочно;4;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;4;;3;;;3
27;заочно;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;из них (из строки 24):       воспитанники (без приходящих учащихся);189;;;;;12;13;;15;;;18;;;16;;14;26;13;18;14;30;;;;;;;;;;;;;;;;;;;;;;;;189;;54;;;
29;девочки;108;3;;;;5;6;5;7;;;8;;;12;;5;11;13;7;5;21;;;;;;;;;;;;;;;;;;;;;;;;95;;41;;;3
30;лица с ограниченными возможностями здоровья;331;9;;;;12;23;12;28;;;28;;;28;;14;37;35;25;26;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
31;из них (из строки 30):             инвалиды;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;дети-инвалиды;105;1;;;;5;6;6;12;;;11;;;9;;4;13;13;9;7;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;инвалиды (кроме учтенных в строке 31);1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;дети-инвалиды (кроме учтенных в строке 32);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;дети-сироты и дети, оставшиеся без попечения       родителей;22;;;;;;;;1;;;3;;;1;;1;4;3;2;2;5;;;;;;;;;;;;;;;;;;;;;;;;22;;7;;;1
36;из них воспитанники (без приходящих учащихся);17;;;;;;;;;;;3;;;;;1;3;2;2;2;4;;;;;;;;;;;;;;;;;;;;;;;;17;;6;;;
37;обучающиеся иностранные граждане;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;из них девочки;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;обучающиеся лица без гражданства;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
