;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
39;Мансийский (Манси);151;;;;;;;;;;;;
40;Нанайский;166;;;;;;;;;;;;
41;Ненецкий;172;;;;;;;;;;;;
42;Ногайский;178;;;;;;;;;;;;
43;Немецкий;171;;;;;;;;;;;;
44;Новогреческий;898;;;;;;;;;;;;
45;Нивхский (на двух диалектах);175;;;;;;;;;;;;
46;Осетинский;186;;;;;;;;;;;;
47;Польский;192;;;;;;;;;;;;
48;Рутульский;201;;;;;;;;;;;;
49;Саамский;203;;;;;;;;;;;;
50;Селькупский;208;;;;;;;;;;;;
51;Табасаранский;222;;;;;;;;;;;;
52;Татарский;228;;;;;;;;;;;;
53;Татский;229;;;;;;;;;;;;
54;Тофаларский;238;;;;;;;;;;;;
55;Тувинский;240;;;;;;;;;;;;
56;Турецкий;241;;;;;;;;;;;;
57;Туркменский;242;;;;;;;;;;;;
58;Удмуртский;236;;;;;;;;;;;;
59;Украинский;251;;;;;;;;;;;;
60;Хакасский;261;;;;;;;;;;;;
61;Хантыйский (на трех диалектах);262;;;;;;;;;;;;
62;Финский;256;;;;;;;;;;;;
63;Чеченский;273;;;;;;;;;;;;
64;Черкесский;897;;;;;;;;;;;;
65;Чувашский;275;;;;;;;;;;;;
66;Чукотский;276;72;10;6;7;14;28;5;;2;;;
67;Эвенский;284;709;57;60;66;60;355;111;;;;;
68;Эскимосский;288;;;;;;;;;;;;
69;Эвенкийский;283;535;12;35;44;40;351;53;;;;;
70;Эстонский;290;;;;;;;;;;;;
71;Юкагирский;293;55;4;2;2;5;31;11;;;;;
72;Якутский;297;50704;3790;4850;5266;5331;25036;6050;98;109;19;155;58
73;Агульский;004;;;;;;;;;;;;
74;Греческий;069;;;;;;;;;;;;
75;Китайский;114;;;;;;;;;;;;
76;Негидальский;170;;;;;;;;;;;;
77;Удэгейский;247;;;;;;;;;;;;
78;Ульчский;252;;;;;;;;;;;;
79;Цахурский;268;;;;;;;;;;;;
80;Шорский;280;;;;;;;;;;;;
81;Энецкий;286;;;;;;;;;;;;
82;Орокский (Уйльта);250;;;;;;;;;;;;
83;Телеутский;230;;;;;;;;;;;;
84;Сойотский;998;;;;;;;;;;;;
85;Численность обучающихся, изучающих родной (нерусский) язык факультативно или в кружках;;1223;;;;;;;;;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
