;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52
12;В них обучающихся, чел.;19888;2133;2173;2120;2105;274;930;692;819;131;;718;114;;701;151;14;575;485;524;429;424;722;11;;740;12;;735;18;;660;53;37;214;569;582;18;5;;;;;;;14692;32;1799;;
13;Число классов для обучающихся с нарушением опорно-двигательного аппарата, ед.;1735;67;67;73;77;24;79;74;89;4;;85;2;1;67;5;3;72;86;79;86;91;59;2;;78;3;;67;1;;61;2;;26;51;59;105;81;1;1;;4;;3;;;;;
14;В них обучающихся, чел.;8580;426;442;459;496;131;384;342;391;18;;427;10;1;336;24;14;379;487;436;462;470;272;16;;321;14;;309;5;;301;9;;139;230;229;341;219;3;7;;11;;19;5174;88;3185;;21
15;Число классов для обучающихся с задержкой психического развития, ед.;9032;279;415;512;593;59;402;449;436;56;8;409;48;9;399;48;21;726;982;958;980;1022;20;5;1;28;1;;26;;;29;;1;13;34;25;20;18;;;;;;;;;;;
16;В них обучающихся, чел.;93579;2507;3759;4984;6158;521;3719;4524;4570;584;64;4619;535;113;4491;543;197;7586;10679;10369;10797;11278;96;24;6;168;1;;150;;;208;;11;126;97;56;20;19;;;;;;;61856;41;5831;5;70
17;Число классов для обучающихся с расстройствами аутистического спектра, ед.;471;20;9;7;10;38;94;68;50;11;6;42;12;2;27;4;5;5;6;6;7;3;3;1;;10;;;7;;;8;;;4;;2;;4;;;;;;;;;;;
18;В них обучающихся, чел.;2142;105;35;37;22;143;483;380;221;95;27;173;86;12;61;26;21;21;34;38;32;13;3;1;;19;;;15;;;17;;;13;;5;;4;;;;;;;1301;12;1128;;
19;Число классов для обучающихся со сложными дефектами, ед.;202;5;5;6;8;6;6;6;11;1;;16;3;2;10;13;9;8;8;10;11;12;3;1;;8;;;10;;;10;2;1;2;6;3;;;;;;;;;;;;;
20;В них обучающихся, чел.;1103;33;25;36;41;19;29;32;66;5;;98;5;4;64;59;52;41;32;64;73;64;16;1;;46;;;62;;;62;8;5;11;35;15;;;;;;;;;914;20;749;;
21;Число классов для обучающихся с иными ограниченными возможностями здоровья (кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями), ед.;756;41;38;47;43;2;21;16;10;4;1;11;3;;10;2;2;54;57;65;85;84;4;;;7;;;6;;;7;;;2;2;8;58;66;;;;;;;;;;;
22;В них обучающихся, чел.;4115;234;244;319;328;28;163;129;119;27;5;125;24;;109;9;20;319;341;378;450;372;4;;;17;;;16;;;16;;;2;11;40;135;131;;;;;;;2758;42;1563;1;3
23;Итого классов (сумма строк 01,03, 05, 08, 11, 13, 15, 17, 19, 21);18529;704;832;931;1031;359;810;797;969;116;33;913;111;38;722;275;294;1019;1269;1258;1310;1337;314;30;16;452;21;8;447;13;4;423;35;40;192;349;422;302;293;9;5;1;9;7;9;;;;;
24;В них обучающихся (сумма строк 02, 04, 06, 07, 09, 10, 12, 14, 16, 18, 20, 22);160489;6534;7803;9076;10406;2334;6482;6749;8014;1068;190;7899;987;236;6594;2086;2002;9730;12754;12552;13013;13259;2204;168;81;3016;135;46;3062;85;24;2904;242;250;1234;2308;2629;1107;1027;39;38;5;41;31;45;104882;959;26317;4;220
25;из них (из строки 24):       воспитанники (без приходящих учащихся);21656;537;732;752;802;575;971;978;1414;224;47;1389;247;78;1068;594;740;809;899;829;763;847;663;74;36;944;49;21;986;49;13;899;69;79;338;752;778;282;281;17;;;7;16;8;12846;311;5766;;1
26;девочки;54860;2215;2621;3001;3502;828;1940;2110;2650;340;59;2610;280;93;2180;796;826;3322;4375;4327;4387;4471;826;75;30;1122;50;24;1186;27;8;1016;93;101;459;860;980;508;474;13;18;3;20;17;17;31866;336;8213;;33
27;лица с ограниченными возможностями здоровья;159741;6494;7777;9035;10364;2322;6462;6738;8006;1057;190;7889;986;236;6592;2086;2002;9631;12667;12484;12902;13160;2203;168;81;3016;135;46;3061;85;24;2904;242;250;1233;2307;2629;1079;1002;39;38;5;41;31;42;;;;;
28;из них (из строки 27):             инвалиды;1959;35;43;35;42;33;30;60;75;30;8;48;27;13;13;39;44;41;33;30;42;41;42;3;;37;;;37;;;65;;3;87;65;311;122;361;4;6;3;19;8;24;;;;;
29;дети-инвалиды;40169;1187;1269;1237;1265;1360;2437;2142;2909;371;114;2713;326;122;1698;1101;1386;1233;1436;1412;1543;1376;1181;144;70;1692;100;45;1750;52;24;1608;167;201;692;1285;1317;691;397;27;32;2;21;19;15;;;;;
30;инвалиды (кроме учтенных в строке 28);25;;;1;3;3;5;;;;;;;;4;;;;3;1;1;1;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;
31;дети-инвалиды (кроме учтенных в строке 29);461;25;20;32;28;14;19;2;15;4;;1;1;;2;;;66;43;52;56;42;1;;;;;;1;;;;;;;1;;17;16;;;;;;3;;;;;
32;дети-сироты и дети, оставшиеся без попечения       родителей;3907;86;104;147;177;23;87;117;141;17;2;137;16;7;167;36;34;244;411;448;527;557;55;1;4;57;;;59;;;71;;2;41;48;59;14;10;;;;;;1;2097;19;305;;
33;из них воспитанники (без приходящих учащихся);730;18;18;24;19;3;11;21;28;1;1;24;;1;26;9;15;35;54;57;94;113;19;;;22;;;19;;;22;;2;18;21;28;2;5;;;;;;;367;2;102;;
