;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53
10;cлепых;10;;;;1;;;;3;;;;;;;3;2;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;10;1;8;;;
11;Число классов для обучающихся с тяжелыми нарушениями речи, ед.;46;5;4;5;4;1;1;;1;;;2;;;2;;;3;5;4;5;2;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;
12;В них обучающихся, чел.;439;54;36;63;36;12;13;;11;;;14;;;15;;;34;41;34;41;22;;;;;;;;;;;;;;;13;;;;;;;;;439;;47;;;
13;Число классов для обучающихся с нарушением опорно-двигательного аппарата, ед.;10;;;;;;1;1;1;;;1;;;1;;;;;;;;1;;;1;;;1;;;1;;;;;1;;;;;;;;;;;;;;
14;В них обучающихся, чел.;79;;;;;;7;9;7;;;10;;;10;;;;;;;;10;;;8;;;7;;;6;;;;;5;;;;;;;;;79;;49;;;
15;Число классов для обучающихся с задержкой психического развития, ед.;282;18;18;15;19;1;19;17;19;;;17;;;16;;;26;26;25;24;21;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;
16;В них обучающихся, чел.;3204;203;190;180;230;11;201;210;195;;;213;;;190;;;266;292;280;285;255;;;;;;;;;;;;;;;;3;;;;;;;;3203;13;539;;;29
17;Число классов для обучающихся с расстройствами аутистического спектра, ед.;32;4;;;;5;4;7;2;;1;3;;;4;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;В них обучающихся, чел.;248;27;;;;40;29;64;13;;10;21;;;30;;;6;8;;;;;;;;;;;;;;;;;;;;;;;;;;;227;;187;;1;
19;Число классов для обучающихся со сложными дефектами, ед.;20;;;;;;1;1;2;;;;1;2;;1;1;2;1;1;1;;;;;3;;;1;;;;;;;1;1;;;;;;;;;;;;;;
20;В них обучающихся, чел.;104;;;;;;10;8;7;;;;3;9;;5;5;13;6;5;6;;;;;12;;;6;;;;;;;4;5;;;;;;;;;104;6;93;;;
21;Число классов для обучающихся с иными ограниченными возможностями здоровья (кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями), ед.;23;3;2;;;;3;3;3;;;1;;;2;;;2;1;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;В них обучающихся, чел.;240;28;16;;;;28;35;29;;;14;;;24;;;21;11;24;;10;;;;;;;;;;;;;;;;;;;;;;;;240;;69;;;
23;Итого классов (сумма строк 01,03, 05, 08, 11, 13, 15, 17, 19, 21);497;34;27;24;28;12;30;29;34;;1;29;1;2;27;3;5;37;35;34;32;26;5;;;9;;;7;;;7;;1;2;3;10;2;1;;;;;;;;;;;;
24;"В них обучающихся  (сумма строк 02, 04, 06, 07, 09, 10, 12, 14, 16, 18, 20, 22; сумма строк 25 - 27)";5133;388;294;302;342;97;291;326;313;;10;306;3;9;284;19;29;387;372;381;361;311;39;;;48;;;52;;;45;;7;32;11;59;12;3;;;;;;;5111;35;1328;;2;29
25;в том числе обучаются:       очно;5129;388;294;302;342;97;290;325;313;;10;306;3;9;284;19;29;387;372;380;361;310;39;;;48;;;52;;;45;;7;32;11;59;12;3;;;;;;;5107;35;1325;;2;29
26;очно-заочно;4;;;;;;1;1;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;4;;3;;;
27;заочно;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;из них (из строки 24):       воспитанники (без приходящих учащихся);858;11;10;12;10;54;37;58;87;;;84;3;9;70;15;18;56;40;32;41;6;28;;;41;;;33;;;28;;;6;11;46;9;3;;;;;;;271;7;130;;;
29;девочки;1602;128;91;102;112;24;78;104;88;;4;80;;3;73;8;10;134;109;120;124;81;22;;;21;;;22;;;17;;;12;2;27;4;2;;;;;;;597;4;117;;;7
30;лица с ограниченными возможностями здоровья;5111;388;294;302;342;97;291;305;313;;10;306;3;9;284;19;29;387;372;381;361;310;39;;;48;;;52;;;45;;7;32;11;59;12;3;;;;;;;;;;;;24
31;из них (из строки 30):             инвалиды;35;4;1;9;;;;;1;;;;;;;;;4;2;1;1;;;;;;;;;;;;;;;2;5;2;3;;;;;;;;;;;;
32;дети-инвалиды;1328;93;40;39;49;63;112;119;107;;8;93;3;9;82;13;19;61;55;65;49;36;32;;;39;;;32;;;33;;;31;9;35;2;;;;;;;;;;;;;7
33;инвалиды (кроме учтенных в строке 31);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;дети-инвалиды (кроме учтенных в строке 32);2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;дети-сироты и дети, оставшиеся без попечения       родителей;25;1;;1;1;;2;2;1;;;;;;1;;;1;4;5;5;1;;;;;;;;;;;;;;;;;;;;;;;;18;;2;;;1
36;из них воспитанники (без приходящих учащихся);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;обучающиеся иностранные граждане;82;6;9;5;11;;1;3;1;;;1;;;3;;;5;6;13;11;5;;;;1;;;1;;;;;;;;;;;;;;;;;32;;1;;;3
38;из них девочки;26;3;4;1;4;;1;;1;;;;;;1;;;2;2;4;1;2;;;;;;;;;;;;;;;;;;;;;;;;14;;;;;1
39;обучающиеся лица без гражданства;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;
