;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53
10;cлепых;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;Число классов для обучающихся с тяжелыми нарушениями речи, ед.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;В них обучающихся, чел.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;Число классов для обучающихся с нарушением опорно-двигательного аппарата, ед.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;В них обучающихся, чел.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;Число классов для обучающихся с задержкой психического развития, ед.;61;1;1;1;1;1;4;7;5;;;6;;;7;;;6;6;5;6;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;В них обучающихся, чел.;477;7;8;3;11;11;33;38;46;;;51;;;46;;;44;47;38;53;41;;;;;;;;;;;;;;;;;;;;;;;;477;;103;;;18
17;Число классов для обучающихся с расстройствами аутистического спектра, ед.;8;;;;;1;1;2;2;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;В них обучающихся, чел.;60;;;;;5;8;17;14;;;10;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;40;;;2
19;Число классов для обучающихся со сложными дефектами, ед.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;В них обучающихся, чел.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;Число классов для обучающихся с иными ограниченными возможностями здоровья (кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями), ед.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;В них обучающихся, чел.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;Итого классов (сумма строк 01,03, 05, 08, 11, 13, 15, 17, 19, 21);83;1;1;1;1;2;6;10;8;;;8;;;8;2;1;6;6;5;6;5;1;;;1;;;1;;;1;;;;1;1;;;;;;;;;;;;;;
24;"В них обучающихся  (сумма строк 02, 04, 06, 07, 09, 10, 12, 14, 16, 18, 20, 22; сумма строк 25 - 27)";606;7;8;3;11;16;44;59;64;;;67;;;52;8;6;44;47;38;53;46;6;;;5;;;6;;;9;;;;1;6;;;;;;;;;606;6;204;;;20
25;в том числе обучаются:       очно;606;7;8;3;11;16;44;59;64;;;67;;;52;8;6;44;47;38;53;46;6;;;5;;;6;;;9;;;;1;6;;;;;;;;;606;6;204;;;20
26;очно-заочно;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;заочно;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;из них (из строки 24):       воспитанники (без приходящих учащихся);155;;;;;;10;19;21;;;3;;;10;3;4;11;13;4;17;19;4;;;3;;;4;;;3;;;;1;6;;;;;;;;;139;5;55;;;
29;девочки;200;4;4;1;6;;13;20;26;;;23;;;17;6;1;15;13;8;18;13;1;;;1;;;1;;;4;;;;1;4;;;;;;;;;102;3;41;;;2
30;лица с ограниченными возможностями здоровья;606;7;8;3;11;16;44;59;64;;;67;;;52;8;6;44;47;38;53;46;6;;;5;;;6;;;9;;;;1;6;;;;;;;;;;;;;;8
31;из них (из строки 30):             инвалиды;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;1;3;;;;;;;;;;;;;;
32;дети-инвалиды;204;2;;;;5;18;32;18;;;27;;;17;7;6;9;9;5;9;13;6;;;5;;;5;;;8;;;;;3;;;;;;;;;;;;;;6
33;инвалиды (кроме учтенных в строке 31);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;дети-инвалиды (кроме учтенных в строке 32);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;дети-сироты и дети, оставшиеся без попечения       родителей;22;;;;;;;3;1;;;1;;;1;;;1;1;2;3;6;;;;;;;2;;;;;;;1;;;;;;;;;;19;2;2;;;
36;из них воспитанники (без приходящих учащихся);22;;;;;;;3;1;;;1;;;1;;;1;1;2;3;6;;;;;;;2;;;;;;;1;;;;;;;;;;19;2;2;;;
37;обучающиеся иностранные граждане;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;из них девочки;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;обучающиеся лица без гражданства;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
