;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53
10;cлепых;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;Число классов для обучающихся с тяжелыми нарушениями речи, ед.;4;1;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;В них обучающихся, чел.;28;7;7;12;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;;2;;1;
13;Число классов для обучающихся с нарушением опорно-двигательного аппарата, ед.;2;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;В них обучающихся, чел.;7;6;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;7;;;
15;Число классов для обучающихся с задержкой психического развития, ед.;139;8;11;8;11;2;3;3;6;;;7;;;7;;;15;14;15;16;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;В них обучающихся, чел.;1314;64;97;67;107;20;28;28;62;;;61;;;68;;;130;142;138;185;117;;;;;;;;;;;;;;;;;;;;;;;;1314;;137;;1;6
17;Число классов для обучающихся с расстройствами аутистического спектра, ед.;16;;;;;3;6;2;2;;;;;;1;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;В них обучающихся, чел.;78;;;;;21;34;12;7;;;;;;1;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;78;;64;;;14
19;Число классов для обучающихся со сложными дефектами, ед.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;В них обучающихся, чел.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;Число классов для обучающихся с иными ограниченными возможностями здоровья (кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями), ед.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;В них обучающихся, чел.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;Итого классов (сумма строк 01,03, 05, 08, 11, 13, 15, 17, 19, 21);171;10;12;9;11;6;11;5;10;;;9;;;9;1;2;16;15;15;16;13;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;"В них обучающихся  (сумма строк 02, 04, 06, 07, 09, 10, 12, 14, 16, 18, 20, 22; сумма строк 25 - 27)";1502;77;104;79;107;54;64;40;87;;;73;;;71;12;15;132;143;138;185;117;4;;;;;;;;;;;;;;;;;;;;;;;1502;;232;;2;20
25;в том числе обучаются:       очно;1502;77;104;79;107;54;64;40;87;;;73;;;71;12;15;132;143;138;185;117;4;;;;;;;;;;;;;;;;;;;;;;;1502;;232;;2;20
26;очно-заочно;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;заочно;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;из них (из строки 24):       воспитанники (без приходящих учащихся);199;3;19;13;27;;;;;;;5;;;;;;20;16;21;25;50;;;;;;;;;;;;;;;;;;;;;;;;155;;4;;;
29;девочки;513;29;28;26;42;10;24;10;33;;;27;;;25;6;8;48;42;42;63;49;1;;;;;;;;;;;;;;;;;;;;;;;344;;30;;;1
30;лица с ограниченными возможностями здоровья;1502;77;104;79;107;54;64;40;87;;;73;;;71;12;15;132;143;138;185;117;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
31;из них (из строки 30):             инвалиды;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;дети-инвалиды;232;17;11;5;8;28;38;18;21;;;9;;;15;4;6;14;10;15;6;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
33;инвалиды (кроме учтенных в строке 31);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;дети-инвалиды (кроме учтенных в строке 32);2;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;дети-сироты и дети, оставшиеся без попечения       родителей;94;3;5;3;9;2;1;;7;;;5;;;4;;2;11;12;10;18;2;;;;;;;;;;;;;;;;;;;;;;;;49;;6;;;
36;из них воспитанники (без приходящих учащихся);4;;;;1;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;
37;обучающиеся иностранные граждане;3;;;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;из них девочки;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;обучающиеся лица без гражданства;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
